RedFighter,BlueFighter,RedOdds,BlueOdds,RedExpectedValue,BlueExpectedValue,Date,Location,Country,Winner,TitleBout,WeightClass,Gender,NumberOfRounds,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueDraws,BlueAvgSigStrLanded,BlueAvgSigStrPct,BlueAvgSubAtt,BlueAvgTDLanded,BlueAvgTDPct,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsByDecisionMajority,BlueWinsByDecisionSplit,BlueWinsByDecisionUnanimous,BlueWinsByKO,BlueWinsBySubmission,BlueWinsByTKODoctorStoppage,BlueWins,BlueStance,BlueHeightCms,BlueReachCms,BlueWeightLbs,RedCurrentLoseStreak,RedCurrentWinStreak,RedDraws,RedAvgSigStrLanded,RedAvgSigStrPct,RedAvgSubAtt,RedAvgTDLanded,RedAvgTDPct,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsByDecisionMajority,RedWinsByDecisionSplit,RedWinsByDecisionUnanimous,RedWinsByKO,RedWinsBySubmission,RedWinsByTKODoctorStoppage,RedWins,RedStance,RedHeightCms,RedReachCms,RedWeightLbs,RedAge,BlueAge,LoseStreakDif,WinStreakDif,LongestWinStreakDif,WinDif,LossDif,TotalRoundDif,TotalTitleBoutDif,KODif,SubDif,HeightDif,ReachDif,AgeDif,SigStrDif,AvgSubAttDif,AvgTDDif,EmptyArena,BMatchWCRank,RMatchWCRank,RWFlyweightRank,RWFeatherweightRank,RWStrawweightRank,RWBantamweightRank,RHeavyweightRank,RLightHeavyweightRank,RMiddleweightRank,RWelterweightRank,RLightweightRank,RFeatherweightRank,RBantamweightRank,RFlyweightRank,RPFPRank,BWFlyweightRank,BWFeatherweightRank,BWStrawweightRank,BWBantamweightRank,BHeavyweightRank,BLightHeavyweightRank,BMiddleweightRank,BWelterweightRank,BLightweightRank,BFeatherweightRank,BBantamweightRank,BFlyweightRank,BPFPRank,BetterRank,Finish,FinishDetails,FinishRound,FinishRoundTime,TotalFightTimeSecs,RedDecOdds,BlueDecOdds,RSubOdds,BSubOdds,RKOOdds,BKOOdds,Year,AggressionScore,RKOOddsDec,RSubOddsDec,BKOOddsDec,BSubOddsDec,RedFinishingProb,BlueFinishingProb,RedStrikeGrapple,BlueStrikeGrapple,FightPace,SurvivabilityIndex,RedOddsDec,BlueOddsDec,Pred,Pblue,BettingEdgeIndex
Holly Holm,Ketlen Vieira,-220,180,45.4545,180,2022-05-21,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Women's Bantamweight,FEMALE,5,0,1,0,3.04,0.41,0.6,1.51,0.44,4,2,23,0,0,2,3,0,1,0,6,Orthodox,172.72,172.72,135,0,2,0,3.13,0.4,0.1,0.87,0.3,3,5,43,5,0,1,4,2,0,0,7,Southpaw,172.72,175.26,135,40,30,0,-1,1,-1,-3,-20,-5,-2,1,0,-2.54,-10,-0.09,0.5,0.64,NA,5,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,S-DEC,NA,5,05:00:00,1500,-115,380,2200,800,330,1200,2022,0.01798620996209156,4.3,23,13,9,0.27603640040444893,0.18803418803418803,0.13043478260869565,0.6,0,1,1.4545454545454546,2.8,0.6875,0.35714285714285715,0.33035714285714285
Santiago Ponzinibbio,Michel Pereira,125,-145,125,68.9655,2022-05-21,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Welterweight,MALE,3,0,4,0,5.16,0.54,0.8,1.53,0.55,4,2,19,0,0,0,3,1,1,0,5,Orthodox,185.42,185.42,185,1,0,0,4.74,0.41,0,0.59,0.32,7,4,32,0,0,0,5,5,0,0,10,Orthodox,182.88,185.42,170,35,28,-1,4,-3,-5,-2,-13,0,-4,1,2.54,0,-7,0.42,0.8,0.94,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,S-DEC,NA,3,05:00:00,900,240,165,1600,1000,450,350,2022,0.9370266439430035,5.5,17,4.5,11,0.24064171122994654,0.31313131313131315,0.21951219512195122,0.25925925925925924,0.1,1,2.25,1.6896551724137931,0.4444444444444444,0.5918367346938775,0.14739229024943312
Ryan Spann,Ion Cutelaba,195,-240,195,41.6667,2022-05-14,"Las Vegas, Nevada, USA",USA,Red,FALSE,Light Heavyweight,MALE,3,0,1,1,4.44,0.43,0,4.17,0.57,2,5,22,0,0,0,2,3,0,0,5,Southpaw,185.42,190.5,205,1,0,0,3.25,0.4,1.5,1.34,0.35,5,3,14,0,0,1,1,2,2,0,6,Orthodox,195.58,200.66,205,30,28,-1,1,-3,-1,2,8,0,1,-2,-10.16,-10.16,-2,1.19,-1.5,2.83,NA,NA,13,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,SUB,Guillotine Choke,1,02:22:00,142,600,NA,900,NA,400,NA,2022,0.9872576505358884,5,10,NA,NA,0.30000000000000004,NA,0.3076923076923077,NA,0.45266666666666666,0.47333333333333333,2.95,1.4166666666666667,0.3389830508474576,0.7058823529411764,0.3668993020937188
Katlyn Chookagian,Amanda Ribas,-180,155,55.5556,155,2022-05-14,"Las Vegas, Nevada, USA",USA,Red,FALSE,Women's Flyweight,FEMALE,3,0,1,0,4.63,0.4,0.7,2.07,0.51,4,1,14,0,0,0,3,0,2,0,5,Orthodox,160.02,167.64,125,0,3,0,4.58,0.34,0.3,0.31,0.15,3,4,40,1,0,1,9,0,0,0,10,Orthodox,175.26,172.72,125,33,28,0,-2,1,-5,-3,-26,-1,0,2,-15.24,-5.08,-5,0.05,0.4,1.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,neither,S-DEC,NA,3,05:00:00,900,110,240,1200,800,450,1200,2022,0.03389516415917814,5.5,13,13,9,0.25874125874125875,0.18803418803418803,0.2727272727272727,0.6,0.1,1,1.5555555555555556,2.55,0.6428571428571428,0.3921568627450981,0.2507002801120447
Viviane Araujo,Andrea Lee,115,-135,115,74.0741,2022-05-14,"Las Vegas, Nevada, USA",USA,Red,FALSE,Women's Flyweight,FEMALE,3,0,2,0,4.71,0.46,0.6,1.7,0.55,3,3,22,0,0,0,3,1,1,0,5,Orthodox,167.64,175.26,125,1,0,0,4.11,0.47,0.6,1.76,0.4,2,2,18,0,0,0,3,1,0,0,4,Orthodox,162.56,172.72,125,35,33,-1,2,1,1,1,4,0,0,1,5.08,2.54,-2,0.6,0,-0.06,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Blue,U-DEC,NA,3,05:00:00,900,175,130,1100,1200,750,700,2022,0.9241418199787566,8.5,12,8,13,0.20098039215686275,0.20192307692307693,0.40540540540540543,0.3684210526315789,0.1,1,2.15,1.7407407407407407,0.46511627906976744,0.574468085106383,0.1093518060366156
Virna Jandiroba,Angela Hill,-225,185,44.4444,185,2022-05-14,"Las Vegas, Nevada, USA",USA,Red,FALSE,Women's Strawweight,FEMALE,3,2,0,0,5.46,0.49,0.1,0.76,0.32,3,11,54,0,0,0,6,2,0,0,8,Orthodox,160.02,162.56,115,1,0,0,2.12,0.38,1.7,2.29,0.34,2,3,14,0,0,0,0,1,2,0,3,Orthodox,160.02,162.56,115,33,37,1,0,1,5,8,40,0,1,-2,0,0,4,3.34,-1.6,-1.53,NA,13,12,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,U-DEC,NA,3,05:00:00,900,140,225,250,3500,1000,1000,2022,0.016302499371440946,11,3.5,11,36,0.37662337662337664,0.11868686868686869,0.8,0.2222222222222222,0.1,1,1.4444444444444444,2.85,0.6923076923076923,0.3508771929824561,0.34143049932523617
Charles Oliveira,Justin Gaethje,-130,110,76.9231,110,2022-05-07,"Phoenix, Arizona, USA",USA,Red,FALSE,Lightweight,MALE,5,0,1,0,6.78,0.59,0,0.11,0.25,4,3,22,2,0,0,1,5,0,0,6,Orthodox,180.34,177.8,155,0,10,0,3.39,0.53,2.8,2.17,0.4,10,8,56,3,0,0,2,3,15,0,20,Orthodox,177.8,187.96,155,32,33,0,-9,-6,-14,-5,-34,-1,2,-15,2.54,-10.16,1,3.39,-2.8,-2.06,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Red,SUB,Rear Naked Choke,1,03:22:00,202,550,800,140,2500,700,165,2022,0.08317269649392238,8,2.4,2.65,26,0.5416666666666667,0.4158200290275762,0.8333333333333334,0.06191369606003752,0.43266666666666664,0.6733333333333333,1.7692307692307692,2.1,0.5652173913043479,0.47619047619047616,0.08902691511387173
Rose Namajunas,Carla Esparza,-235,190,42.5532,190,2022-05-07,"Phoenix, Arizona, USA",USA,Blue,TRUE,Women's Strawweight,FEMALE,5,0,5,0,2.16,0.4,0.3,3.22,0.35,5,4,37,3,1,2,4,1,1,0,9,Orthodox,154.94,160.02,115,0,3,0,3.7,0.42,0.4,1.55,0.53,3,3,34,6,0,2,2,2,3,0,9,Orthodox,165.1,165.1,125,29,34,0,2,2,0,1,3,-3,-1,-2,-10.16,-5.08,5,-1.54,-0.1,1.67,NA,2,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,Red,S-DEC,NA,5,05:00:00,1500,150,260,550,1200,300,1200,2022,0.014063627043245475,4,6.5,13,13,0.40384615384615385,0.15384615384615385,0.35294117647058826,0.5,0,1,1.425531914893617,2.9,0.7014925373134329,0.3448275862068966,0.3566649511065363
Michael Chandler,Tony Ferguson,-350,270,28.5714,270,2022-05-07,"Phoenix, Arizona, USA",USA,Red,FALSE,Lightweight,MALE,3,3,0,0,4.91,0.45,0.9,0.39,0.35,12,4,46,3,0,1,3,5,6,0,15,Orthodox,180.34,193.04,170,2,0,0,4.89,0.46,0.9,2.17,0.38,3,2,9,1,0,0,0,2,1,0,3,Orthodox,172.72,180.34,155,36,38,1,0,9,12,2,37,2,3,5,7.62,12.7,2,0.02,0,-1.78,NA,7,5,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,Red,KO/TKO,Kick,2,00:17:00,317,215,550,800,1300,100,900,2022,0.002025320389049882,2,9,10,14,0.6111111111111112,0.17142857142857143,0.1111111111111111,0.4090909090909091,0.26288888888888884,0.5283333333333333,1.2857142857142856,3.7,0.7777777777777779,0.27027027027027023,0.5075075075075077
Macy Chiasson,Norma Dumont,180,-220,180,45.4545,2022-05-07,"Phoenix, Arizona, USA",USA,Red,FALSE,Women's Featherweight,FEMALE,3,0,3,0,3.11,0.49,0,1.91,0.68,3,1,12,0,0,1,2,0,0,0,3,Orthodox,170.18,170.18,135,1,0,0,3.77,0.46,0.4,2.37,0.38,3,2,16,1,0,0,2,2,1,0,5,Orthodox,180.34,182.88,135,30,31,-1,3,0,-2,-1,-4,-1,-2,-1,-10.16,-12.7,1,-0.66,-0.4,-0.46,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,neither,S-DEC,NA,3,05:00:00,900,330,110,1800,500,700,450,2022,0.9820137900379085,8,19,5.5,6,0.17763157894736842,0.3484848484848485,0.28,0.47368421052631576,0.1,1,2.8,1.4545454545454546,0.35714285714285715,0.6875,0.33035714285714285
Brandon Royval,Matt Schnell,-260,210,38.4615,210,2022-05-07,"Phoenix, Arizona, USA",USA,Red,FALSE,Flyweight,MALE,3,0,1,0,4.23,0.38,1,0.59,0.44,4,3,17,0,0,2,1,0,2,0,5,Orthodox,172.72,177.8,125,0,1,0,4.33,0.36,1.1,0.47,0.6,2,2,10,1,0,1,0,0,2,0,3,Southpaw,175.26,172.72,125,29,32,0,0,2,2,1,7,-1,0,0,-2.54,5.08,3,-0.1,-0.1,0.12,NA,9,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,Red,SUB,Guillotine Choke,1,02:14:00,134,330,400,140,800,350,1000,2022,0.009013298652847822,4.5,2.4,11,9,0.6388888888888888,0.20202020202020202,0.7142857142857143,0.5555555555555556,0.4553333333333333,0.44666666666666666,1.3846153846153846,3.1,0.7222222222222222,0.3225806451612903,0.3996415770609319
Blagoy Ivanov,Marcos Rogerio de Lima,-155,135,64.5161,135,2022-05-07,"Phoenix, Arizona, USA",USA,Red,FALSE,Heavyweight,MALE,3,0,2,0,3.7,0.57,0.5,1.4,0.45,2,6,22,0,0,0,2,5,1,0,8,Orthodox,185.42,190.5,253,2,0,0,3.25,0.4,0.1,0.69,0.4,2,3,17,0,0,0,2,0,0,0,2,Southpaw,180.34,185.42,250,35,36,-2,2,0,6,3,5,0,5,1,5.08,5.08,1,0.45,0.4,0.71,NA,NA,15,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,U-DEC,NA,3,05:00:00,900,250,500,475,1000,250,250,2022,0.05215356307841774,3.5,5.75,3.5,11,0.45962732919254656,0.37662337662337664,0.3448275862068966,0.2,0.1,1,1.6451612903225805,2.35,0.607843137254902,0.425531914893617,0.182311222361285
Rob Font,Marlon Vera,-105,-115,95.2381,86.9565,2022-04-30,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Bantamweight,MALE,5,0,2,0,4.27,0.49,0.8,0.51,0.39,5,6,44,1,0,0,2,6,4,0,12,Switch,172.72,177.8,135,1,0,0,5.53,0.45,0.3,0.89,0.35,4,4,32,0,0,0,3,5,1,0,9,Orthodox,172.72,180.34,135,34,29,-1,2,1,3,2,12,1,1,3,0,-2.54,-5,-1.26,0.5,-0.38,NA,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,Red,U-DEC,NA,5,05:00:00,1500,150,275,1500,550,400,400,2022,0.52497918747894,5,16,5,6.5,0.2625,0.35384615384615387,0.21052631578947367,0.42105263157894735,0,1,1.9523809523809523,1.8695652173913042,0.5121951219512195,0.5348837209302326,0.022688598979013097
Amanda Lemos,Jessica Andrade,190,-235,190,42.5532,2022-04-23,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Women's Strawweight,FEMALE,5,0,1,0,6.62,0.5,0.3,2.37,0.55,4,7,43,4,0,1,5,5,2,0,13,Orthodox,154.94,157.48,125,0,5,0,3.16,0.54,0.8,0.9,0.63,5,1,11,1,0,1,1,2,1,0,5,Southpaw,162.56,165.1,115,34,30,0,-4,-1,8,6,32,3,3,1,-7.62,-7.62,-4,3.46,-0.5,1.47,NA,NA,10,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,SUB,Arm Triangle,1,03:13:00,193,650,275,1400,550,350,150,2022,0.9859363729567544,4.5,15,2.5,6.5,0.28888888888888886,0.5538461538461539,0.2,0.21428571428571427,0.43566666666666665,0.6433333333333333,2.9,1.425531914893617,0.3448275862068966,0.7014925373134329,0.3566649511065363
Maycee Barber,Montana De La Rosa,-180,155,55.5556,155,2022-04-23,"Las Vegas, Nevada, USA",USA,Red,FALSE,Women's Flyweight,FEMALE,3,0,1,1,2.9,0.37,0.8,1.85,0.33,3,2,20,0,0,0,1,1,3,0,5,Orthodox,170.18,172.72,125,0,1,0,4.7,0.53,0.1,1.44,0.43,4,2,17,0,0,1,0,4,0,0,5,Switch,165.1,165.1,125,23,27,0,0,-1,0,0,3,0,-3,3,5.08,7.62,4,-1.8,0.7,0.41,NA,NA,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,U-DEC,NA,3,05:00:00,900,130,240,1000,800,350,1800,2022,0.03389516415917814,4.5,11,19,9,0.31313131313131315,0.16374269005847952,0.25925925925925924,0.6923076923076923,0.1,1,1.5555555555555556,2.55,0.6428571428571428,0.3921568627450981,0.2507002801120447
Vicente Luque,Belal Muhammad,-180,155,55.5556,155,2022-04-16,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Welterweight,MALE,5,0,6,0,4.39,0.43,0.2,2.28,0.39,6,3,42,1,0,1,8,1,1,0,11,Orthodox,180.34,182.88,170,0,4,0,5.07,0.52,0.6,1,0.53,6,3,32,0,0,1,0,8,5,0,14,Orthodox,180.34,190.5,170,30,33,0,2,0,-3,0,10,1,-7,-4,0,-7.62,3,-0.68,-0.4,1.28,NA,6,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,Red,U-DEC,NA,5,05:00:00,1500,350,250,350,1000,240,900,2022,0.03389516415917814,3.4,4.5,10,11,0.5163398692810457,0.19090909090909092,0.4067796610169492,0.47368421052631576,0,1,1.5555555555555556,2.55,0.6428571428571428,0.3921568627450981,0.2507002801120447
Lina Lansberg,Pannie Kianzad,385,-525,385,19.0476,2022-04-16,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Women's Bantamweight,FEMALE,3,1,0,0,4.88,0.49,0.1,0.41,0.33,4,3,20,1,0,0,4,0,0,0,4,Orthodox,170.18,167.64,135,1,0,0,2.69,0.55,0.1,0.52,0.27,2,4,22,0,0,0,4,0,0,0,4,Orthodox,170.18,165.1,135,40,30,0,0,2,0,-1,-2,1,0,0,0,2.54,-10,2.19,0,-0.11,NA,12,11,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,U-DEC,NA,3,05:00:00,900,500,-200,2500,1000,1800,400,2022,0.9998883466593704,19,26,5,11,0.09109311740890688,0.2909090909090909,0.4186046511627907,0.2857142857142857,0.1,1,4.85,1.1904761904761905,0.2061855670103093,0.84,0.6338144329896906
Alexander Volkanovski,Chan Sung Jung,-600,435,16.6667,435,2022-04-09,"Jacksonville, Florida, USA",USA,Red,TRUE,Featherweight,MALE,5,0,1,0,3.93,0.41,0.6,0.7,0.44,3,5,34,1,0,0,1,4,2,0,7,Orthodox,170.18,182.88,145,0,10,0,6.16,0.56,0.2,1.78,0.37,10,0,33,8,0,1,6,3,0,0,10,Orthodox,167.64,180.34,145,33,35,0,-9,-7,-3,5,1,-7,1,2,2.54,2.54,2,-2.23,0.4,-1.08,NA,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,Red,KO/TKO,Punches,4,00:45:00,945,-120,1600,1000,1800,165,900,2022,3.199176627183627e-5,2.65,11,10,19,0.4682675814751287,0.15263157894736842,0.14163090128755365,0.3333333333333333,0.074,0.7875,1.1666666666666667,5.35,0.8571428571428571,0.1869158878504673,0.6702269692923898
Aljamain Sterling,Petr Yan,310,-410,310,24.3902,2022-04-09,"Jacksonville, Florida, USA",USA,Red,TRUE,Bantamweight,MALE,5,0,1,0,5.14,0.53,0.1,1.73,0.51,7,1,29,3,0,0,4,4,0,0,8,Switch,170.18,170.18,135,0,6,0,4.61,0.52,0.7,2.31,0.27,6,3,40,4,0,0,6,1,4,0,12,Orthodox,170.18,180.34,145,32,29,0,-5,1,-4,-2,-11,-1,3,-4,0,-10.16,-3,0.53,-0.6,-0.58,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,9,Red,S-DEC,NA,5,05:00:00,1500,700,140,1000,1000,1600,140,2022,0.9992539711661633,17,11,2.4,11,0.1497326203208556,0.5075757575757576,0.6153846153846154,0.12280701754385964,0,1,4.1,1.2439024390243902,0.24390243902439027,0.803921568627451,0.5600191296030608
Gilbert Burns,Khamzat Chimaev,375,-510,375,19.6078,2022-04-09,"Jacksonville, Florida, USA",USA,Blue,FALSE,Welterweight,MALE,3,0,4,0,5.72,0.58,2.7,3.99,0.46,4,0,5,0,0,0,0,2,2,0,4,Orthodox,187.96,190.5,185,0,1,0,3.29,0.48,0.5,2.24,0.38,6,4,42,1,0,0,6,3,4,0,13,Orthodox,177.8,180.34,170,35,27,0,3,-2,-9,-4,-37,-1,-1,-2,10.16,10.16,-8,2.43,2.2,1.75,NA,11,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,Red,U-DEC,NA,3,05:00:00,900,800,380,1400,275,1100,110,2022,0.9998566388190987,12,15,2.1,3.75,0.15,0.7428571428571429,0.44,0.2857142857142857,0.1,1,4.75,1.196078431372549,0.21052631578947367,0.8360655737704918,0.6255392579810182
Mackenzie Dern,Tecia Torres,-125,105,80,105,2022-04-09,"Jacksonville, Florida, USA",USA,Red,FALSE,Women's Strawweight,FEMALE,3,0,3,0,4.78,0.47,0.1,0.61,0.14,3,5,39,0,0,0,7,1,1,0,9,Orthodox,154.94,152.4,115,1,0,0,3.43,0.39,1.2,0.88,0.16,4,2,18,0,0,1,1,0,4,0,6,Orthodox,162.56,160.02,115,29,32,-1,3,-1,3,3,21,0,1,-3,-7.62,-7.62,3,1.35,-1.1,-0.27,NA,7,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,S-DEC,NA,3,05:00:00,900,350,120,200,2500,1200,1100,2022,0.09112296101485616,13,3,12,26,0.41025641025641024,0.12179487179487179,0.8571428571428571,0.3055555555555556,0.1,1,1.8,2.05,0.5555555555555556,0.48780487804878053,0.06775067750677505
Aspen Ladd,Raquel Pennington,135,-155,135,64.5161,2022-04-09,"Jacksonville, Florida, USA",USA,Blue,FALSE,Women's Bantamweight,FEMALE,3,0,3,0,4.14,0.52,0.7,0.9,0.27,4,5,43,2,0,2,5,0,3,0,10,Orthodox,170.18,170.18,135,1,0,0,3.78,0.47,0.6,1.56,0.47,3,2,15,0,0,0,1,3,0,0,4,Orthodox,167.64,167.64,135,27,33,-1,3,1,6,3,28,2,-3,3,2.54,2.54,6,0.36,0.1,-0.66,NA,7,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,U-DEC,NA,3,05:00:00,900,240,-105,1600,700,800,900,2022,0.9478464369215823,9,17,10,8,0.16993464052287582,0.225,0.3333333333333333,0.5625,0.1,1,2.35,1.6451612903225805,0.425531914893617,0.607843137254902,0.182311222361285
Curtis Blaydes,Chris Daukaus,-600,435,16.6667,435,2022-03-26,"Columbus, Ohio, USA",USA,Red,FALSE,Heavyweight,MALE,5,1,0,0,6.05,0.5,0,0,0,4,1,6,0,0,0,0,4,0,0,4,Orthodox,190.5,193.04,205,0,1,0,3.54,0.5,0,5.69,0.53,5,3,35,1,0,0,5,5,0,0,10,Orthodox,193.04,203.2,265,31,32,1,-1,-1,-6,-2,-29,-1,-1,0,-2.54,-10.16,1,2.51,0,-5.69,NA,9,4,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,Red,KO/TKO,Punch,2,00:17:00,317,240,1600,800,1600,-120,500,2022,3.199176627183627e-5,1.8333333333333335,9,6,17,0.6565656565656566,0.22549019607843135,0,0.23809523809523808,0.26288888888888884,0.5283333333333333,1.1666666666666667,5.35,0.8571428571428571,0.1869158878504673,0.6702269692923898
Joanne Wood,Alexa Grasso,240,-305,240,32.7869,2022-03-26,"Columbus, Ohio, USA",USA,Blue,FALSE,Women's Flyweight,FEMALE,3,0,2,0,4.67,0.43,0.6,0.41,0.45,2,3,22,2,0,1,4,0,0,0,5,Orthodox,165.1,167.64,125,2,0,0,7.1,0.51,0.3,1.52,0.55,2,7,32,0,0,1,4,1,1,0,7,Orthodox,167.64,165.1,125,36,28,-2,2,0,-2,-4,-10,2,-1,-1,-2.54,2.54,-8,-2.43,0.3,-1.11,NA,9,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,SUB,Rear Naked Choke,1,03:57:00,237,NA,-140,NA,700,NA,550,2022,0.9957220745802952,NA,NA,6.5,8,NA,0.27884615384615385,NA,0.44,0.421,0.79,3.4,1.3278688524590163,0.29411764705882354,0.7530864197530864,0.4589687726942629
Askar Askarov,Kai Kara-France,-450,340,22.2222,340,2022-03-26,"Columbus, Ohio, USA",USA,Blue,FALSE,Flyweight,MALE,3,0,2,0,4.56,0.39,0,0.61,0.33,3,2,19,1,0,1,3,2,0,0,6,Orthodox,162.56,175.26,125,0,3,1,3.05,0.54,0.4,2.6,0.24,3,0,12,0,0,0,3,0,0,0,3,Orthodox,167.64,170.18,125,29,29,0,-1,0,3,2,7,1,2,0,-5.08,5.08,0,1.51,-0.4,-1.99,NA,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,Red,U-DEC,NA,3,05:00:00,900,-135,650,330,2200,700,700,2022,3.7060614062639654e-4,8,4.3,8,23,0.3575581395348837,0.16847826086956522,0.6796116504854369,0.2413793103448276,0.1,1,1.2222222222222223,4.4,0.8181818181818181,0.22727272727272727,0.5909090909090908
Neil Magny,Max Griffin,-280,225,35.7143,225,2022-03-26,"Columbus, Ohio, USA",USA,Red,FALSE,Welterweight,MALE,3,0,3,0,3.92,0.49,0.3,1.45,0.41,3,6,32,0,1,0,2,3,0,0,6,Orthodox,180.34,193.04,170,0,1,0,3.44,0.46,0.2,2.15,0.4,7,7,69,0,0,1,11,5,1,0,18,Orthodox,190.5,203.2,170,34,36,0,2,-4,-12,-1,-37,0,-2,-1,-10.16,-10.16,2,0.48,0.1,-0.7,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,S-DEC,NA,3,05:00:00,900,-120,475,700,1500,450,650,2022,0.006368515506815548,5.5,8,7.5,16,0.3068181818181818,0.19583333333333333,0.391304347826087,0.3023255813953488,0.1,1,1.3571428571428572,3.25,0.7368421052631579,0.3076923076923077,0.42914979757085014
